unique_id,record_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page,date_entered,entered_by,verified,crosswalk_note,,
CDC-000551,552,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia Treatment Centers,,,Operational Plan,Enacted,sub_program_level,5.1,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000552,553,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Neonatal Abstinence Syndrome,,,Operational Plan,Enacted,sub_program_level,4.25,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000553,554,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Public Health Approach to Blood Disorders,,,Operational Plan,Enacted,sub_program_level,10.4,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000554,555,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Surveillance for Emerging Threats to Mothers and Babies,,,Operational Plan,Enacted,sub_program_level,23,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000555,556,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Thalassemia,,,Operational Plan,Enacted,sub_program_level,2.1,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000556,557,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Autism,,Operational Plan,Enacted,sub_program_2_level,28.1,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000557,558,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Birth Defects,,Operational Plan,Enacted,sub_program_2_level,19,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000558,559,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Fetal Alcohol Syndrome,,Operational Plan,Enacted,sub_program_2_level,11.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000559,560,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Fetal Death,,Operational Plan,Enacted,sub_program_2_level,0.9,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000560,561,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Folic Acid,,Operational Plan,Enacted,sub_program_2_level,3.15,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000561,562,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,Infant Health,,Operational Plan,Enacted,sub_program_2_level,8.65,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000562,563,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Attention Deficit Hyperactivity Disorder,,Operational Plan,Enacted,sub_program_2_level,1.9,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000563,564,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Congenital Heart Failure,,Operational Plan,Enacted,sub_program_2_level,8.25,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000564,565,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Disability and Health,,Operational Plan,Enacted,sub_program_2_level,45.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000565,566,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Early Hearing Detection and Intervention,,Operational Plan,Enacted,sub_program_2_level,10.76,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000566,567,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Fragile X,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000567,568,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Muscular Dystrophy,,Operational Plan,Enacted,sub_program_2_level,8,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000568,569,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Spina Bifida,,Operational Plan,Enacted,sub_program_2_level,7.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000569,570,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,Tourette Syndrome,,Operational Plan,Enacted,sub_program_2_level,2.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000570,571,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Public Health Approach to Blood Disorders,Sickle Cell Research,,Operational Plan,Enacted,sub_program_2_level,6,Discretionary,Active,Non-add,,S006,2,2026-03-08,YG,No,,,
CDC-000571,572,2024,HHS,CDC,Public Health Scientific Services,,,,Operational Plan,Enacted,program_level,711.553,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000572,573,2024,HHS,CDC,Public Health Scientific Services,,,,Operational Plan,Enacted,program_level,42.944,PHS Evaluation,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000573,574,2024,HHS,CDC,Public Health Scientific Services,,,,Operational Plan,Enacted,program_level,754.497,Total,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000574,575,2024,HHS,CDC,Public Health Scientific Services,Advancing Laboratory Science,,,Operational Plan,Enacted,sub_program_level,23,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000575,576,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,,,Operational Plan,Enacted,sub_program_level,187.397,Total,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000576,577,2024,HHS,CDC,Public Health Scientific Services,Public Health Data Modernization,,,Operational Plan,Enacted,sub_program_level,175,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000577,578,2024,HHS,CDC,Public Health Scientific Services,Public Health Workforce,,,Operational Plan,Enacted,sub_program_level,71,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000578,579,2024,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",,,Operational Plan,Enacted,sub_program_level,298.1,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000579,580,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics - PHS Evaluation Transfer,,Operational Plan,Enacted,sub_program_2_level,42.944,PHS Evaluation,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000580,581,2024,HHS,CDC,Public Health Scientific Services,Health Statistics,Health Statistics- BA,,Operational Plan,Enacted,sub_program_2_level,144.453,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000581,582,2024,HHS,CDC,Public Health Scientific Services,"Surveillance, Epidemiology, and Informatics",Primary Immunodeficiencies,,Operational Plan,Enacted,sub_program_2_level,3.5,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000582,583,2024,HHS,CDC,Environmental Health,,,,Operational Plan,Enacted,program_level,191.85,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000583,584,2024,HHS,CDC,Environmental Health,,,,Operational Plan,Enacted,program_level,51,PPHF,Active,No,Large PPHF increase vs FY2023: Childhood Lead Poisoning Prevention shifted to PPHF.,S006,3,2026-03-08,YG,No,,,
CDC-000584,585,2024,HHS,CDC,Environmental Health,,,,Operational Plan,Enacted,program_level,242.85,Total,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000585,586,2024,HHS,CDC,Environmental Health,Asthma,,,Operational Plan,Enacted,sub_program_level,33.5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000586,587,2024,HHS,CDC,Environmental Health,Childhood Lead Poisoning Prevention - BA,,,Operational Plan,Enacted,sub_program_level,0,Discretionary,Active,No,Discretionary zeroed in FY2024 enacted; shifted entirely to PPHF.,S006,3,2026-03-08,YG,No,,,
CDC-000587,588,2024,HHS,CDC,Environmental Health,Childhood Lead Poisoning Prevention - PPHF,,,Operational Plan,Enacted,sub_program_level,51,PPHF,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000588,589,2024,HHS,CDC,Environmental Health,Environmental Health Activities,,,Operational Plan,Enacted,sub_program_level,48.6,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000589,590,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,,,Operational Plan,Enacted,sub_program_level,70.75,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000590,591,2024,HHS,CDC,Environmental Health,Environmental and Health Outcome Tracking Network,,,Operational Plan,Enacted,sub_program_level,34,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000591,592,2024,HHS,CDC,Environmental Health,Lead Exposure Registry,,,Operational Plan,Enacted,sub_program_level,5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000592,593,2024,HHS,CDC,Environmental Health,Environmental Health Activities,All Other Environmental Health,,Operational Plan,Enacted,sub_program_2_level,17,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000593,594,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Amyotrophic Lateral Sclerosis Registry (ALS),,Operational Plan,Enacted,sub_program_2_level,10,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000594,595,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Climate and Health,,Operational Plan,Enacted,sub_program_2_level,10,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000595,596,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Safe Water,,Operational Plan,Enacted,sub_program_2_level,8.6,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000596,597,2024,HHS,CDC,Environmental Health,Environmental Health Activities,Trevor's Law,,Operational Plan,Enacted,sub_program_2_level,3,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000597,598,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening Quality Assurance Program,,Operational Plan,Enacted,sub_program_2_level,21,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000598,599,2024,HHS,CDC,Environmental Health,Environmental Health Laboratory,Newborn Screening for Severe Combined Immunodeficiency Diseases,,Operational Plan,Enacted,sub_program_2_level,1.25,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000599,600,2024,HHS,CDC,Injury Prevention and Control,,,,Operational Plan,Enacted,program_level,761.379,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000600,601,2024,HHS,CDC,Injury Prevention and Control,,,,Operational Plan,Enacted,program_level,761.379,Total,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000601,602,2024,HHS,CDC,Injury Prevention and Control,Firearm Injury and Mortality Prevention Research,,,Operational Plan,Enacted,sub_program_level,12.5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000602,603,2024,HHS,CDC,Injury Prevention and Control,Injury Control Research Centers,,,Operational Plan,Enacted,sub_program_level,11,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000603,604,2024,HHS,CDC,Injury Prevention and Control,Injury Prevention Activities,,,Operational Plan,Enacted,sub_program_level,29.95,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000604,605,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,,,Operational Plan,Enacted,sub_program_level,164.55,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000605,606,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,Child Maltreatment,Operational Plan,Enacted,sub_program_level,7.25,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000606,607,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,Child Sexual Abuse Prevention,Operational Plan,Enacted,sub_program_level,3,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000607,608,2024,HHS,CDC,Injury Prevention and Control,National Violent Death Reporting System (NVDRS),,,Operational Plan,Enacted,sub_program_level,24.5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000608,609,2024,HHS,CDC,Injury Prevention and Control,Opioid Overdose Prevention and Surveillance,,,Operational Plan,Enacted,sub_program_level,505.579,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000609,610,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,,,Operational Plan,Enacted,sub_program_level,13.3,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000610,611,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Adverse Childhood Experiences,,Operational Plan,Enacted,sub_program_2_level,9,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000611,612,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence Community Projects,,Operational Plan,Enacted,sub_program_2_level,7.5,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000612,613,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Domestic Violence and Sexual Violence,,Operational Plan,Enacted,sub_program_2_level,38.2,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000613,614,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Rape Prevention,,Operational Plan,Enacted,sub_program_2_level,61.75,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000614,615,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Suicide Prevention,,Operational Plan,Enacted,sub_program_2_level,30,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000615,616,2024,HHS,CDC,Injury Prevention and Control,Intentional Injury,Youth Violence Prevention,,Operational Plan,Enacted,sub_program_2_level,18.1,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000616,617,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Drowning Prevention,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000617,618,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Elderly Falls,,Operational Plan,Enacted,sub_program_2_level,3.05,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000618,619,2024,HHS,CDC,Injury Prevention and Control,Unintentional Injury,Traumatic Brain Injury (TBI),,Operational Plan,Enacted,sub_program_2_level,8.25,Discretionary,Active,Subcomponent,,S006,3,2026-03-08,YG,No,,,
CDC-000619,620,2024,HHS,CDC,Occupational Safety and Health,,,,Operational Plan,Enacted,program_level,362.8,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000620,621,2024,HHS,CDC,Occupational Safety and Health,,,,Operational Plan,Enacted,program_level,362.8,Total,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000621,622,2024,HHS,CDC,Occupational Safety and Health,Education and Research Centers,,,Operational Plan,Enacted,sub_program_level,32,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000622,623,2024,HHS,CDC,Occupational Safety and Health,Firefighter Cancer Registry,,,Operational Plan,Enacted,sub_program_level,5.5,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000623,624,2024,HHS,CDC,Occupational Safety and Health,Mining Research,,,Operational Plan,Enacted,sub_program_level,66.5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000624,625,2024,HHS,CDC,Occupational Safety and Health,National Mesothelioma Registry and Tissue Bank,,,Operational Plan,Enacted,sub_program_level,1.2,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000625,626,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),,,Operational Plan,Enacted,sub_program_level,119.5,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000626,627,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,,,Operational Plan,Enacted,sub_program_level,115.1,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000627,628,2024,HHS,CDC,Occupational Safety and Health,Personal Protective Technology,,,Operational Plan,Enacted,sub_program_level,23,Discretionary,Active,No,,S006,3,2026-03-08,YG,No,,,
CDC-000628,629,2024,HHS,CDC,Occupational Safety and Health,National Occupational Research Agenda (NORA),"Agriculture, Forestry, Fishing (AgFF)",,Operational Plan,Enacted,sub_program_2_level,29,Discretionary,Active,Non-add,,S006,3,2026-03-08,YG,No,,,
CDC-000629,630,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Operational Plan,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,,S006,4,2026-03-08,YG,No,,,
CDC-000630,631,2024,HHS,CDC,EEOICPA,,,,Operational Plan,Enacted,program_level,50.763,Mandatory,Active,No,From Operating Plan summary. | Under the oversight of the Occupational Safety and Health program. Mandatory funding — not included in discretionary CDC totals.,S006,4,2026-03-08,YG,No,,,
CDC-000631,632,2024,HHS,CDC,EEOICPA,,,,Operational Plan,Enacted,program_level,50.763,Total,Active,No,Total equals Mandatory amount ($50.763M). Mandatory funding — not included in discretionary CDC totals. Under the oversight of the Occupational Safety and Health program.,S006,4,2026-03-23,YG,No,,,
CDC-000632,633,2024,HHS,CDC,Global Health,,,,Operational Plan,Enacted,program_level,692.843,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000633,634,2024,HHS,CDC,Global Health,,,,Operational Plan,Enacted,program_level,692.843,Total,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000634,635,2024,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Operational Plan,Enacted,sub_program_level,128.921,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000635,636,2024,HHS,CDC,Global Health,Global Immunization Program,,,Operational Plan,Enacted,sub_program_level,230,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
CDC-000636,637,2024,HHS,CDC,Global Health,Global Public Health Protection,,,Operational Plan,Enacted,sub_program_level,293.2,Discretionary,Active,No,,S006,4,2026-03-08,YG,No,,,
